duration,hour,day_of_year
20.173162983963163,8,322
36.0,12,21
19.12582673609444,19,319
10.113621281669994,15,33
11.284452484555846,15,229
5.0,2,318
11.19558293971346,11,129
36.0,12,22
8.7061792468073,5,219
69.46500586440065,14,70
9.0,13,33
21.68597854240042,11,139
14.57855686748814,19,59
10.260758084389437,19,135
21.456284547636756,0,151
3.518547664575279,14,32
5.0,6,142
66.28082029059057,16,226
28.644961751179274,16,16
23.511952834134345,14,207
9.88213561428206,16,33
13.0,9,352
15.688526498711308,17,128
12.636860953416875,12,128
123.76034196350889,8,72
24.044150949639256,19,263
21.97955084038176,12,166
19.98524449334128,13,68
15.824532817346656,5,21
25.89690228388732,6,325
13.338263105332349,19,345
24.456506283134026,3,92
18.62925191417106,10,72
6.804137066729651,7,167
9.549046332704181,6,6
59.95592967940499,8,256
22.67995176202132,6,207
12.417989933870484,19,229
5.355360980350257,13,180
19.367508211154085,11,232
12.274472358696501,21,71
10.961033644002212,18,10
41.81626705794069,5,268
13.788066371020355,15,128
14.542545803395424,12,246
18.791699988453352,11,71
8.744193283600293,14,105
24.935499195690255,13,163
9.22614705158994,15,33
20.54075618426568,12,68
14.285477812118097,11,108
52.74464595965169,16,105
10.0,19,182
37.89428138947916,3,117
21.0975625102393,1,228
7.585960725212817,14,272
74.11545659432369,5,295
20.250716287304222,10,234
18.871762679419064,12,68
6.2781791904940025,7,331
13.88806407297847,1,120
17.50818638343603,11,21
11.065814546079414,17,115
37.58797943273601,11,24
22.989023721258754,5,153
12.28178022750492,19,35
22.74427140004495,7,117
22.269086554507094,6,188
9.0,16,132
7.524646081896984,11,24
19.92821728572603,8,137
5.252507565585227,3,318
7.978888099184227,5,6
52.484859433857615,22,128
12.744506655344395,8,59
9.160086137401178,12,129
10.361093550249471,2,163
20.25218852099804,20,304
11.67394221634792,13,159
6.0,5,6
10.188303820251395,16,58
5.656336807390897,3,318
11.587845506567442,9,354
8.483444709477482,3,272
21.403311623551343,4,206
14.371932667916864,11,246
12.644909542304951,2,264
27.026186095146834,18,67
33.34614419617293,21,283
6.882144316501567,1,189
8.195609273044514,18,234
21.186723295773042,2,116
23.529819477828667,14,182
42.649935387873526,9,173
22.514963769578834,1,150
29.95914140358264,4,166
11.438254490572433,3,160
3.4293013693103056,10,113
21.19584081258692,1,235
11.763495165082412,3,160
29.919237906993782,13,352
11.447602940320216,18,50
21.673460575787605,11,139
17.332068626832392,17,194
10.453892554556706,2,41
31.36310073663401,16,64
18.79437268192924,4,186
22.662291586644628,13,206
21.535255519327205,7,243
10.00943685315491,14,267
9.033383601786381,5,346
29.36369312475614,18,8
8.465270469401666,16,37
4.820377507448973,15,269
27.121028031096305,4,155
6.604220182851746,5,6
10.935511754206777,6,196
8.429378191774717,19,303
12.117643988159326,11,299
25.479460664171082,3,87
3.0,4,271
20.93049593647246,16,78
13.543923050520338,8,75
28.0,21,166
11.0,6,202
10.353977603227573,5,194
11.005843685836677,17,115
12.080870168581912,6,107
11.65613401802058,8,73
9.870173551048282,8,196
28.383946032549595,4,81
10.093030486460027,7,196
30.58890177256651,22,66
11.354083107557027,18,10
11.839011790734725,5,60
9.620972873780902,12,200
9.0,7,10
14.0,3,122
3.703510218716685,8,285
8.16358400075445,11,190
8.332245335956875,5,358
30.0,17,239
6.9761311333055485,14,315
11.0,4,61
12.393328325174297,6,60
6.314060794992732,4,124
20.254321981178318,21,353
28.349683636671003,2,89
24.120178086048305,7,240
11.101739650182772,20,136
36.067920710562404,19,301
13.887056791588826,20,229
23.174358935663662,8,160
6.123690210584577,5,140
12.899406360761375,2,346
24.71607962283361,11,156
8.78098609781971,19,302
10.617479164170827,16,25
10.682664512894194,4,300
20.080450910416566,2,21
36.764004307702194,15,339
12.690345616692586,3,30
12.0,6,107
23.843737326406725,6,126
8.761924623716075,9,191
7.124462399669431,2,332
77.04659996813069,4,239
19.638062357534647,12,190
17.25967835445187,11,231
16.97328006112957,10,352
20.63666103519676,21,352
5.501396034413664,12,182
5.344717590308342,9,124
4.991742617167839,9,144
7.927329128389983,0,222
39.0,5,211
26.298099536666626,17,164
15.465546057005369,10,140
19.491290918460678,1,228
55.792443601393046,9,52
16.86298918674604,18,195
9.578931747553337,14,102
14.266450742075609,20,330
9.759248733060844,14,33
25.42164706608077,3,89
32.37065797029098,20,284
21.118643666260535,18,327
24.29087331906096,4,111
6.797694776360495,5,305
31.84154597685378,22,209
12.874226724138351,20,9
22.9979276048776,15,52
26.816432507508054,23,261
4.389759387426492,15,324
4.481988386501126,10,115
61.33174042691223,2,128
11.328716420929599,2,120
46.93273068000382,5,270
14.0,8,41
60.18587402504441,10,292
13.562789810689946,8,75
41.693998487931346,2,117
5.421444041579248,4,332
18.891299935636624,2,176
23.898730232120393,6,239
7.637269797114345,22,236
6.415376652661237,15,175
12.136118385539572,20,53
21.86980474166714,12,85
22.195892250757222,1,19
7.481617271497699,9,143
26.0,3,89
24.407899524718232,11,65
40.02037982926684,13,153
18.97409511629375,6,128
13.467324113238446,22,141
9.810534635458312,18,149
11.498422079725593,20,358
12.907784085583465,10,36
5.0,10,85
45.17990877361287,15,342
7.9467368649872,20,140
16.63101148531413,0,206
12.268683119677542,7,35
9.71617155297648,8,196
10.526395575738903,3,350
7.0,8,84
5.452702988682972,15,143
20.730246147090146,5,100
8.401191703616508,18,142
61.871017457501665,18,237
5.8593237998645975,17,98
13.509047051304718,10,246
18.33918399224845,2,178
9.0,7,9
7.9780567167003476,11,230
17.233533597696066,15,92
28.46868347943194,11,349
13.352608734207697,9,246
23.7117420301439,19,350
20.141634813207286,19,309
14.661116622558328,10,139
19.31328677270985,13,84
6.279951963094346,16,143
17.68234985971986,16,193
4.252307249839406,10,271
6.779774698622685,16,174
30.0,19,241
5.475131498185654,10,236
35.7476024247984,5,54
3.2285197428196803,21,69
11.657242468398557,21,333
10.741252425939473,6,76
9.690771386045267,9,128
23.150851749663637,7,160
45.110990877385824,16,301
13.50675761772931,22,118
12.642706317740558,22,140
23.677833818872287,8,87
43.174857351097906,13,6
19.0,18,327
17.846227272572666,0,263
11.17058191155709,4,67
4.311350078971347,19,107
7.0,4,226
8.267186416567842,20,254
13.081183316466955,9,60
8.941441825969648,1,164
31.448627823192425,8,60
7.702553340446457,4,349
67.72050201092662,12,66
10.204636554676519,10,352
15.84789228881618,2,334
29.44411888275936,12,14
13.10841146875638,6,77
5.032319374289124,8,299
15.806876837479413,11,225
8.441831457805584,17,299
8.782960031247013,2,348
37.0233682609709,20,46
13.0,7,110
8.60407167707122,11,193
4.277859505861459,9,252
11.95542664160771,5,60
18.364298703831494,3,85
23.846742888395273,15,213
25.94594269219102,19,227
11.509921217081018,7,35
7.590768711027948,16,179
11.657595576032627,13,159
7.0,7,86
14.54520464762625,15,362
23.77795506989185,1,228
11.437592007048487,19,47
9.950503146506334,4,34
27.16668292852699,23,251
29.028980036047585,20,230
10.284908021530962,16,103
24.908628494825642,4,250
94.51161406166565,8,34
12.874039337416521,1,43
16.587187388345267,16,128
13.0,6,304
10.0,18,188
21.18331782454928,2,116
13.0,12,83
28.27227996253154,15,84
13.0,7,306
19.75972535472232,12,233
21.574779554264417,5,234
20.05933644612948,21,352
14.298319169811643,9,350
8.910292863952863,16,38
22.944626829151794,18,293
4.423439833161316,2,112
8.50438818198645,5,6
51.20255294116912,13,298
10.729860308848478,18,159
22.177414439051525,14,46
26.64528497628746,13,243
10.0,17,58
3.3015685883351353,10,113
17.92290651227137,11,20
11.592146149093676,9,354
19.90806625517008,11,232
8.557213097787423,10,191
4.137119497087587,3,80
4.995792313648233,4,272
29.671562378489273,18,306
6.488762670595751,7,143
10.081117475089362,21,56
11.256804545423538,16,24
38.176363488589494,8,59
5.661168407912221,3,19
11.59893536292978,18,115
14.662664513059356,2,125
13.446291247560456,22,118
7.211035443418895,3,219
85.14458753738786,10,214
13.700963804222814,12,342
14.978801351778955,21,57
11.2843243883482,5,33
8.2495522933094,5,6
19.23802597825019,20,230
4.584384700020252,11,112
9.292900180249214,10,353
19.552156257440473,11,232
13.407845586085415,13,362
18.995692780076027,12,235
4.138871326396517,17,325
30.18983675324906,5,252
34.53085495547073,9,104
12.656303037345811,20,24
12.275754185327267,1,356
9.0,13,33
6.4700084770735815,3,123
11.854911337272544,8,137
21.03494709306547,16,79
18.359974741761288,6,17
23.525588131620204,19,349
30.19495619662288,16,297
13.69311843004825,18,195
63.168784761089086,4,231
21.396212490368146,8,190
9.460807820692805,4,112
62.040113149532765,18,77
25.055537714894815,9,226
8.533392215302785,13,229
31.183276797441454,5,44
21.932615445214477,5,232
4.162177757005978,16,33
36.2963175262521,11,15
4.6155914566804945,15,317
4.077614644731441,17,326
37.40451884054848,12,43
12.308712474591477,17,228
13.868001199327882,19,298
19.0,19,321
28.0,19,166
18.048643026998747,15,52
78.46347667774315,10,293
21.721946922742163,11,85
46.51689573539047,12,176
14.110347966982435,2,121
8.098477624128606,0,222
30.409633657280214,17,305
77.17739070082027,9,199
7.0,4,144
42.73231338985991,17,335
14.0,9,40
11.171858264858674,3,85
8.41703795961755,18,44
3.044778450504668,2,269
14.190465899337923,7,12
15.480200094058084,13,176
7.679537654302235,13,312
3.482760618285668,6,272
7.242179443882371,1,23
6.0,3,252
9.701121520265811,4,261
4.208279740738654,19,106
12.787966526550445,13,26
64.92393837768802,4,231
39.75148918551187,11,105
9.124341379540972,4,333
10.316553276510648,21,56
10.481329112710176,6,163
21.44031155516206,19,48
11.684222444408963,11,129
8.832640266861372,0,31
8.083924230510227,1,270
77.65875181165936,4,240
11.932356353971104,15,34
40.80852376085442,12,14
7.407367141191811,2,332
11.198604405507385,16,24
11.46204849494018,22,66
14.851274660050672,6,23
5.0,10,85
8.186302803978743,4,349
76.55473112822808,4,51
61.205927758498824,9,298
19.0,16,325
6.869952217488861,2,120
15.493559290853018,4,16
13.0,20,231
20.75117859330922,0,209
22.155961429101065,9,246
12.444127713165752,19,229
9.005142026940678,10,196
10.0,4,250
11.529210222739223,1,207
21.21375468315386,7,232
14.2420785356506,3,128
16.278438802582077,0,46
13.087773538968255,8,110
4.547077783069128,4,272
27.0,13,16
10.955756896044484,5,110
37.06451506229795,11,24
11.158315220404349,2,86
4.753092573332414,12,271
6.838549214902828,6,225
11.219071764412028,21,234
27.0,13,14
14.418027448574064,14,249
10.822829074728135,11,363
31.46276816940129,12,350
6.032161964556151,2,145
7.175186074019125,2,336
6.492065531560231,7,143
7.1862063971836925,19,194
4.660968201770412,11,269
33.080890983152216,13,9
10.999427608311828,1,207
18.946349558356104,5,99
10.549729209641416,9,351
8.865781028688021,3,47
15.958505034859215,18,47
9.061688307514347,16,144
16.901468156801297,18,329
8.348353764871101,16,37
116.20747860803708,9,44
19.077108976225375,12,235
12.461636057423618,19,24
36.632253642146644,21,204
8.294884436196893,10,191
9.843538866729276,8,296
3.186114382330332,6,137
9.735255241930055,10,146
19.220956498918206,12,68
5.0,2,318
5.0,15,270
33.12300363146113,19,225
14.037981563289854,18,178
25.98344015450805,9,212
8.845257355822218,10,299
20.595812636915785,16,46
7.0,3,226
22.599653768306435,8,85
20.931077481149998,10,322
9.06078454630381,1,192
6.152663570731678,1,219
42.43548791926401,5,271
26.62531031717636,10,212
20.490757556802816,19,43
12.967724400422917,6,60
4.69755252171062,5,272
17.914181775285567,5,160
7.955111709189071,6,347
11.376270194134035,4,188
11.117552572689346,18,186
17.36546818116566,17,77
31.918734710606376,9,59
66.82639147740845,17,72
7.0,3,226
7.788905113648465,13,115
10.911958551519874,21,55
10.113088327236191,4,194
8.39788301464522,14,27
12.494525646352631,16,271
55.098840134894154,2,74
8.476483383778293,9,215
11.980614748197205,6,142
19.11894313773456,17,325
8.996832151419298,15,32
26.20099155779812,19,210
11.0,3,65
34.5577056678031,20,242
6.311899080004281,2,221
4.487904869790091,4,272
27.27711044694403,12,14
47.76860785545411,12,332
9.0,3,347
60.59582142446416,10,291
89.37403605305825,2,297
16.0,6,128
9.09164837128014,15,33
7.255903323105985,16,42
22.0544523616796,1,150
9.734911780068344,4,214
10.0,1,349
25.0,9,311
20.333185355681778,12,323
7.466102379719986,16,236
13.114312438888788,6,77
21.20660598569465,1,235
22.0283619016896,1,302
32.99674491298119,15,351
7.016054075320007,9,247
37.832441994323936,19,305
3.013905287428883,14,32
7.0,8,84
46.34178240473676,14,338
6.202562015929395,18,192
5.0,6,142
24.932010225645193,6,307
6.87418205691759,4,306
17.64385327187986,10,230
5.763267315443876,17,142
8.462302897992092,16,144
22.400068545544208,1,150
31.060362832267266,8,58
17.807198495410216,19,267
38.21480410828296,11,11
12.28033446079152,17,145
16.81334272277386,3,119
4.073495344802957,7,234
14.16317595472244,7,129
25.254348318614138,14,163
8.264179659012484,4,221
51.459186710761784,9,50
8.511218619632853,13,345
32.05479873415855,8,59
10.201882399955043,9,146
5.78633448632513,7,330
4.3182513559098386,15,324
8.451726570744045,17,227
12.684148874797158,7,59
6.453387306947402,17,100
22.956519768390447,2,296
8.580786051538642,17,147
7.579779887156587,18,35
8.999436736957197,18,104
11.94443764416932,15,263
8.590202300571006,20,37
16.0,4,127
4.585030182141484,4,113
44.4103969791029,13,331
27.266168012515536,14,212
5.022026921223817,2,318
14.416742507543884,4,126
12.526692239031844,9,59
5.255097752791791,2,269
7.657821885771627,9,143
6.033669178213873,18,345
89.06834734067077,10,230
12.0,18,53
13.0,16,141
5.563528557613322,15,274
34.9229196530344,10,43
32.262131038017976,14,337
71.73685043026629,18,78
8.285727966570374,12,128
14.109314696070191,9,80
5.54836334832362,14,317
23.78977231729438,20,212
20.610481849745973,20,314
59.133663955603765,12,280
19.0,15,190
23.579940237887218,4,151
15.506311447630518,20,330
46.799305395358346,5,271
28.916791690702336,6,158
10.765241162264907,11,84
54.96385922717016,10,278
5.317248289052756,13,179
13.763984339443272,21,144
27.176221909898835,13,212
15.556556894565642,14,249
19.741435431065092,1,210
10.792660087698993,7,6
11.69175524264273,8,6
15.810960475272468,3,126
9.13206654926693,16,33
25.284961281149315,17,226
23.032571185120325,4,96
20.27008708148321,13,68
17.666933928747817,11,231
17.801807999781666,13,175
11.978887761082712,0,353
6.297757471319137,1,336
13.917284538475647,10,27
17.207337883817573,18,255
9.82671465993102,6,197
19.649649622678506,18,313
11.435015642324746,19,8
9.067616146007305,1,39
7.715427490821462,17,37
8.556801070636267,16,144
5.1140323663679155,6,142
18.198539300341245,3,302
3.3773136614063235,13,280
15.19103653809253,5,22
14.62429969425166,22,232
65.25965977977746,4,132
33.36562376165978,21,283
20.30611284700821,20,313
26.441367723507398,22,330
9.311502595188363,4,137
24.675847746464335,5,301
22.721768302217825,7,117
9.491537232502608,15,190
20.626533679657847,12,68
12.634385526686199,19,10
7.113757633001738,3,250
17.833594139241022,21,190
12.67610823141441,7,302
39.05601769463679,4,226
4.806904094786158,2,114
5.5737801764497785,7,265
12.731320520577592,13,35
27.00053375178437,23,250
12.685575805007284,0,355
8.510004403460036,3,272
18.3041591606825,19,230
16.597460495667065,10,353
14.048064537976689,16,78
5.3329325737554445,3,271
10.268848290573168,6,137
7.54156123652776,20,303
5.005762503331229,10,85
20.14104331457937,12,232
7.441930999983003,13,114
23.208277458613512,19,227
15.1684049986251,2,45
21.84103855016841,12,174
10.742323229571484,16,56
11.172131409864603,17,190
61.65248180479395,17,76
6.295426342125843,9,143
11.407518808874292,3,65
11.229884825358088,6,247
23.071877349843106,8,160
15.02632823077586,21,57
13.0,12,83
20.00579415193781,10,289
14.633868953888461,18,359
63.10163275465868,8,54
8.208794516179886,17,147
10.68219388062661,20,50
31.53184585869897,3,44
10.737525766124167,11,129
29.256024009452975,8,350
14.741958288798363,4,15
7.332533357796313,3,252
11.646618859641436,5,108
20.782015334932968,16,45
11.737165632802576,15,178
12.800266357727644,0,83
7.559777780819931,13,112
13.241888883554147,8,24
4.088931297232616,8,272
11.97040784272577,1,207
9.162468131650437,2,270
12.460386397519827,5,106
5.094265464533819,15,274
12.417202550364571,4,189
19.027814985972352,5,111
13.845407028822713,7,307
13.0,21,231
19.073995495205118,16,46
64.9576476855875,21,78
7.1249704551480475,17,34
10.397647579592036,7,196
8.286927096065817,13,230
11.909837779015174,14,160
58.318684255160115,12,279
15.12077860470724,10,140
12.605445199250866,1,114
15.857222640862307,18,76
18.849289193496887,12,235
64.22915483497437,4,122
18.46967870571746,9,138
3.4709346032204396,10,113
39.72869456722967,11,80
7.128984749055618,1,23
29.00370190382059,18,235
10.658196294507817,10,201
23.043893768848164,20,312
11.883683072474017,1,356
5.716280082289289,9,84
4.429350376119065,10,271
8.863814975324265,18,357
40.32601469228355,13,55
15.903235927608693,18,195
68.27553068907831,13,68
16.893038896596885,7,307
8.453036748628612,15,30
11.340473759424711,3,65
16.15082748053216,18,265
17.961990265503747,11,20
3.0,5,272
9.84767221433732,8,196
13.497276062730508,18,179
34.130406295394195,13,351
19.0,16,324
14.396708194285058,17,177
25.31918942206105,5,250
9.179149466912667,15,33
8.656715436907941,19,357
7.746626279304694,17,37
13.0,2,354
71.39158777782244,14,72
86.77663619758152,8,234
7.952872005354218,0,192
4.4216353010306255,3,90
3.0,7,131
12.223071989672775,8,108
24.770112742839103,22,347
16.469355197530255,3,119
23.239469142866177,8,170
12.207849776410853,10,71
9.611222243865672,14,229
9.206029273927873,22,235
12.723762675024847,8,9
13.0,3,160
24.054530361830512,6,153
10.71926289174331,10,363
5.836118976219518,10,116
23.071543255599476,4,112
6.760559250557655,15,178
26.0,3,89
27.662659858982977,14,347
64.05041426167085,0,65
10.383560972881142,15,37
4.0,9,271
11.620000525382114,2,356
20.92971032528647,17,211
9.416359170920778,18,132
6.497312446168973,16,345
43.08573434792125,14,331
12.04456382344868,11,299
24.168715626628188,5,114
6.8115002004650105,7,331
29.238911693976124,18,6
18.708535529682095,10,231
16.0,3,126
15.226138782073296,15,175
19.758182819564585,11,71
3.0,4,272
17.32598041160147,12,129
11.265701795124368,12,26
42.63938412915444,9,75
6.503175322166079,4,160
21.634753219824294,9,246
5.27207683852998,7,298
59.92533350614266,19,240
27.897674672677958,23,258
5.325651020976531,5,326
14.136999063053672,6,76
13.020074522699629,18,255
10.581697982261737,5,139
31.21628340718184,8,338
5.636455057878106,5,90
15.455533430094805,10,139
10.090384059739936,5,138
19.992944001997092,7,230
9.406674069998584,7,33
7.093959957642202,11,318
12.56761915019616,5,193
20.027942684770554,5,111
21.705182603113506,18,315
8.838774809145345,0,29
39.0,20,205
3.0,2,269
24.843645186914994,16,85
11.070950246978835,8,137
2.68243349216595,19,107
8.392735641057735,17,191
11.065123169355875,3,113
39.0,4,221
6.790411852619941,17,151
5.094206408004345,8,298
11.835263407130174,2,86
41.28647469028788,15,345
12.583112374636528,1,43
15.546178083394933,2,124
19.0,16,325
6.071840684395577,3,24
23.374703951178503,3,304
9.344046521843218,17,358
29.880503354186235,17,237
7.290737206599718,17,146
5.86875808988978,12,113
27.793871387658967,14,11
12.987553014947245,10,71
18.568841716006837,15,325
10.015884335410242,16,173
16.688058187275672,18,44
16.757221902092745,13,177
14.953943265810043,18,75
15.303048611730041,7,307
21.39900688355879,6,117
8.485316382878562,2,188
9.657928076891563,21,332
60.98471568737322,19,238
67.52515536416308,16,71
7.791706804613245,20,36
7.894642797577634,0,222
13.000885562874416,20,215
12.197233806716131,19,146
14.846192975358392,5,24
13.0,12,24
8.864540979115404,13,229
20.505324810408716,8,235
7.385517769686347,4,272
27.481549340275855,15,346
14.083549165276182,0,205
8.090721702234932,12,213
24.902146154975302,5,306
6.0,3,252
8.111269301516971,8,307
4.6532876353169,4,135
78.68487037216187,6,290
9.045346263751327,18,132
8.317939038458796,6,6
8.852317491790973,12,356
10.662415583629341,8,306
2.458184996834422,10,112
14.804472806924476,6,23
7.24528877558948,11,317
13.846233432075547,20,229
14.862404074297924,19,75
23.640735351417877,2,211
23.241139134804534,5,230
12.54261118119927,8,305
23.087359813224946,8,160
19.889067569379673,7,246
7.679549927133908,2,25
12.325329349552263,2,352
24.01966454141852,8,323
13.0,17,257
13.563324642033047,19,229
9.572498168671888,15,33
5.326338430931987,2,318
32.725785852950565,14,337
9.712371299370373,17,156
6.1397942469404,4,296
10.0,4,246
33.22924775229984,15,351
6.801883524946094,20,301
12.132024727588226,5,338
10.877929968506312,9,161
9.44445030398548,8,11
14.188459616655404,16,298
5.408921772109424,2,315
19.0,18,324
18.295694674041606,9,323
4.562814884857693,3,164
15.967190375871391,2,222
45.639575312200314,9,123
5.186125430569392,14,32
3.5904836049792843,15,280
10.602517146359368,16,178
3.7600143734847933,6,164
21.0,14,84
19.0,10,190
18.047641257436506,6,323
16.18024767250459,10,354
62.747969342816035,3,75
8.352602605928858,17,233
7.226485006055493,21,210
3.0,4,270
5.463293653272797,11,120
35.72758031118784,21,244
14.419941612702189,7,23
13.9310099708853,11,246
13.0,4,60
29.54670052055677,18,10
11.064043357968504,5,109
18.819137820354612,12,235
26.06133095564328,11,228
7.086528764396185,0,192
6.9381020828221205,7,85
13.401120502145966,14,80
46.053675663195406,8,77
9.979818786621951,17,103
12.87496385321642,8,127
11.0,3,61
44.584792451301524,20,42
6.3822374189920055,16,106
13.51932369325796,0,43
5.804825790307362,16,143
43.12508474242069,17,340
24.66377561832742,13,209
-339.15838201014003,16,82
5.780737976686196,9,143
23.376244797943315,0,20
6.455786006890456,11,85
8.0,18,356
18.0,7,11
8.623930572622843,5,6
26.663035274282542,17,230
20.99817567487638,18,355
10.594248831384938,18,193
9.661465304067319,6,6
130.72469192055996,14,70
70.3204639445975,18,78
9.850398550473047,13,202
18.19310318839134,21,51
11.414469715539344,5,69
7.507659401138437,19,104
19.0,2,176
28.116862472411828,10,58
17.658366711839697,21,349
33.04268583301872,18,244
7.371565952581001,21,356
9.518132520725384,12,200
10.638289745140419,18,193
5.050791373129488,6,330
25.0,7,309
33.74011725546412,16,352
13.240366789773582,19,196
13.096340733995495,17,54
36.37265453760804,6,336
15.688356917181038,19,194
11.944839998080207,18,147
10.307118125520365,19,255
30.795125018701306,17,239
18.738629721102964,19,213
9.29470497656724,12,129
21.803518108434936,12,167
9.755939011356302,16,358
26.62462422857476,14,290
21.44858515571749,6,238
20.65539591555244,20,269
10.0,17,189
6.207581198073644,20,209
3.1421704467038953,4,272
11.426786695951378,18,116
6.995438582715217,19,102
7.3146525600036565,2,225
41.40562804411464,2,116
5.941123434094884,18,142
10.671055283859914,7,196
3.8706484429104724,14,318
21.098619542960208,21,351
19.192143817062234,5,111
20.48250042023536,19,268
9.959964106103525,10,84
11.161711813534287,3,351
9.280283367983511,6,6
6.9839381350189935,11,319
4.306972421452523,5,137
5.746296987447946,9,298
12.7975473605372,20,9
8.390942988120655,4,160
21.470165727190793,1,236
9.804971348718205,10,146
36.29223239080271,8,45
6.002175760524394,15,176
23.824772731853436,16,85
23.34290551893676,6,324
15.703672835665522,8,10
40.55606084635903,9,335
20.38233115198532,21,271
3.0,4,272
13.8815076412316,20,229
54.500326593219896,21,147
20.998249309227624,22,61
12.762335583439235,9,354
11.226727382329964,12,298
9.0,5,6
12.426369953690616,3,353
12.677152412457673,7,302
7.6250291860852055,21,356
21.10070200839278,0,209
6.367178430069939,0,190
8.501515461479734,1,189
12.929108424108716,14,142
14.56431580427565,18,229
12.547079689817293,21,214
13.0,13,24
8.98190569807654,9,33
20.255986765208196,12,323
28.52489926859588,19,67
6.30252039741491,8,299
13.813085559391538,9,357
-1385.9495521219405,6,4
9.483861001126547,1,82
11.382855360999084,17,24
11.0,7,198
13.674972159193828,11,27
26.58324125704314,18,321
9.0,5,346
15.550457100457113,5,104
13.0,17,10
19.0,17,323
12.496482785071423,5,304
17.665374064039895,3,206
10.677540945503534,17,198
4.144222185858871,8,235
3.232408450868176,10,112
6.762882082826623,20,301
14.964099074031925,7,79
21.21513817704112,19,354
9.0,5,346
21.883809043474553,4,232
17.904979468074956,7,246
17.858924753935938,12,353
30.40441078249731,13,353
9.0,16,38
53.12119141113172,3,75
7.765089792967407,11,190
15.255806655130488,4,15
81.77038680501245,4,242
6.099766947050378,8,87
3.20606190253584,5,272
14.793757275183848,4,15
28.45221530561668,11,349
30.126254957753375,18,15
17.888467968741022,17,46
8.189815302972155,18,234
13.253450309722231,14,128
20.408881147899095,19,43
14.480295737105516,17,177
17.481704474613565,20,298
23.0,5,156
10.617529573897107,5,190
19.181129581330243,13,68
45.755290105665516,9,22
40.74803134265378,7,77
11.930663452255637,5,356
6.431825740716692,11,235
11.0,3,64
10.795225780240557,3,85
2.2979111685924765,10,112
25.0,6,307
9.151873748453966,12,345
25.695797477655447,18,89
20.91604442333652,20,45
27.0,8,226
10.233104919366463,16,213
6.0,10,115
11.481038445047462,3,348
5.373259814462759,9,124
25.309020086913712,9,290
13.098627050122174,19,181
11.688224155009014,21,137
7.7479872940766334,1,81
21.89697512176346,7,132
81.51046392955853,5,292
9.002018517748233,17,179
23.47775497406571,5,239
7.0,9,143
54.36555933481391,15,231
6.163225547714466,17,270
42.72148994789115,13,8
4.878114191934374,3,271
16.953225095432785,17,360
10.366193909007944,16,33
88.37970969920018,6,310
16.24132880628609,18,44
13.353422610886856,20,214
21.235080569294325,15,313
30.771227025731296,10,338
37.318664302933904,9,105
25.458009925110233,15,226
13.482787909651934,13,82
21.0,1,234
12.451451820728206,6,59
87.55524118763853,8,233
87.61230698780706,11,219
3.858671455890147,3,91
10.68004387009781,1,40
12.517636462488179,2,184
12.485649949812633,6,59
84.18866067544546,9,107
12.769600821743232,2,271
20.915698685388648,22,270
19.457514550329506,1,116
23.306598129075454,7,240
38.903513868200925,8,273
7.974547211476448,4,190
14.630309880184567,21,230
58.04111484822636,1,73
17.770828048785837,6,322
9.375007727008356,10,84
10.317297898470699,8,11
8.700867635861432,15,231
20.612073997215735,18,211
21.384023630640794,7,133
12.636739132962674,12,141
14.849944269536664,7,78
85.84977681322911,2,296
7.911487834564382,14,272
22.423884129953578,4,104
5.047439588698886,17,270
6.0,6,254
11.532990288919525,11,363
35.19374747671533,8,59
26.477970104474313,3,336
16.13862247446979,18,256
8.59709577018672,0,33
13.0,6,108
19.62779960817478,9,134
7.666965128194602,4,162
24.0,13,181
25.233431520715598,3,87
9.961005952926449,22,351
10.566609524849861,20,184
10.066152483214363,1,30
5.410207372403633,3,265
10.0,4,246
2.7600715101789843,19,105
12.012340407658748,11,299
8.0,8,356
20.146287345472242,19,319
10.0,19,57
24.17513037966344,4,109
9.798312583789167,11,298
9.664752476796698,3,272
22.269613305204377,21,315
7.915257184917823,15,144
14.121409316869793,12,84
15.0,4,16
10.48838658496426,5,218
6.0,5,6
5.873722920182225,3,318
4.275908525369477,5,139
26.16635686585604,13,229
19.500568230133165,10,133
6.605076513796798,17,272
6.855612367866333,18,35
23.919936793446777,19,222
100.90197397998902,6,39
10.99967952691367,15,229
11.429804571808585,10,299
13.197690800158878,19,48
9.206592364656004,3,187
9.048836704245536,9,91
32.47787427232551,19,205
65.12189783182455,7,42
24.660264707167986,6,306
13.0,6,304
27.0,7,226
11.703680062870447,5,125
4.988507526701885,12,270
30.817554522458263,10,338
12.848053740851466,3,354
11.671283699294744,1,207
28.450726835344167,20,328
7.426955235218306,17,35
58.63215561727871,1,73
3.253223360466282,7,271
8.279434451355593,11,214
9.520535729412712,8,10
4.553798779022456,6,272
40.164932804293,6,213
20.00796440474545,17,42
21.075438944623194,2,116
54.133869809656495,17,78
9.446619812134252,9,196
50.41211951953212,16,107
15.485061665680842,1,45
16.229907419425746,17,330
5.127364197453165,9,321
18.656233658012685,8,188
30.216060116244766,2,253
3.9533780085736883,3,271
13.572715466122963,11,35
6.632216597753949,12,149
37.65015699270531,13,7
4.628992525091207,12,32
10.84108204855325,7,142
8.0,13,229
21.57864933940482,1,228
7.767077672033656,16,143
3.0,8,129
13.697780150083647,2,82
11.956801207977284,3,355
